,Unnamed: 0,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Duplex,Terraced,Detached,Penthouse,Apartment,House,State,Area,Microlocation,Price_log,Area_dummy_1,location_append,Longitude,Latitude,geometry,distances_of_area_from_center,Area_dummy_2
18,18,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
19,19,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,15.201804919084164,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
20,20,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
21,21,4000000,0,0,0,4,3,3,1,0,1,0,0,1,Lagos,Surulere,"Off Adelabu, Surulere, Lagos. Adelabu",15.201804919084164,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
22,22,3500000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
23,23,6500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
24,24,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right.,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
25,25,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
26,26,3800000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Second Tollgate,15.150511624696614,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
27,27,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
28,28,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
29,29,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
30,30,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Surulere,Alade Close Off Adeniran Ogunsanya Adeniran Ogunsanya,15.068273526459642,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
31,31,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,14.914122846632385,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
32,32,6000000,0,1,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Shorprite Lekki The Psychologist Osapa London,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
33,33,2500000,0,0,0,5,5,0,1,0,1,0,0,1,Lagos,Surulere,Ekololu Str Off Adelabu Via Akerele Adelabu,14.73180128983843,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
34,34,10000000,1,1,1,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Inside An Estate Adeniyi Jones,16.11809565095832,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
35,35,5000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
36,36,2500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.73180128983843,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
37,37,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
38,38,8500000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Gra Ikeja Ikeja Gra,15.955576721460545,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
39,39,2000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.508657738524219,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
40,40,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.73180128983843,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
41,41,1100000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ojodu,"Isheri North Gra, Opic Isheri North",13.9108207377686,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
42,42,10000000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
43,43,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Lekki Chevron,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
44,44,700000,1,0,1,2,3,3,1,0,1,0,0,1,Lagos,Ipaja,"Amikanle, Command Ipaja Road",13.458835614025542,10,"Ipaja, Lagos",3.254479,6.6088345,POINT (3.254479 6.6088345),20.113101368324582,5
45,45,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,14.914122846632385,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
46,46,850000,0,0,0,2,2,2,0,0,1,0,0,1,Lagos,Surulere,Off Brown Road Aguda Aguda,13.652991628466498,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
47,47,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
48,48,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Eletu Osapa London,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
49,49,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Garden Estate,15.201804919084164,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
50,50,5000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Drive Chevron,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
51,51,2000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.508657738524219,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
52,52,8000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1 Omole Phase 1,15.89495209964411,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
53,53,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
54,54,2200000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.603967918328545,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
55,55,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
56,56,7500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way Lekki Phase 1,15.830413578506539,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
57,57,10000000,0,1,0,5,5,7,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
58,58,3800000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,15.150511624696614,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
59,59,4500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Chevron,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
60,60,5000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
61,61,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Samshonibare Estate Ogunlana,14.73180128983843,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
62,62,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
63,63,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
64,64,4000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,15.201804919084164,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
65,65,3600000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Owuokiri Crescent Alaka Estate Alaka Estate,15.096444403426338,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
66,66,6000000,0,0,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Lekki,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
67,67,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
68,68,5500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.520258650202699,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
69,69,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Beside ( Lbs) Lagos Business School Off Lekki Epe Expressway,15.201804919084164,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
70,70,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
71,71,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,14.914122846632385,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
72,72,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oba Oniru Oniru Victoria,15.89495209964411,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
73,73,900000,0,0,0,2,2,2,1,0,1,0,0,1,Lagos,Surulere,Santos Estate Off Brown Road Aguda Aguda,13.710150042306449,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
74,74,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London Lekki Osapa London,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
75,75,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
76,76,6500000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,15.687312734865866,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
77,77,4800000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,15.38412647587812,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
78,78,2000000,1,0,1,4,5,5,0,0,1,0,0,1,Lagos,Agege,Kav Farm Estate Iju,14.508657738524219,12,"Agege, Lagos",3.311209267702652,6.6252564,POINT (3.311209267702652 6.6252564),18.51714981762601,14
79,79,2800000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Inside A Serviced Estate At Awoyaya Awoyaya,14.845129975145433,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
80,80,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
81,81,8000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.89495209964411,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
82,82,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
83,83,10000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
84,84,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
85,85,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Off Adeniyi Jones Adeniyi Jones,15.761420707019587,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
86,86,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
87,87,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.424948470398375,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
88,88,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Lekki Phase 1 Right Side Oniru Victoria,16.11809565095832,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
89,89,3500000,0,1,0,2,1,1,0,0,1,0,0,1,Lagos,Victoria Island,Oniru Oniru Victoria,15.068273526459642,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
90,90,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Rd 2 Oral Estate,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
91,91,500000,1,1,1,3,4,4,0,0,1,0,0,1,Lagos,Egba,"Ait, Ota Alagbado Abule",13.122363377404328,7,"Egba, Lagos",3.3024791558648614,6.63948615,POINT (3.3024791558648614 6.63948615),20.17032527989224,8
92,92,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
93,93,3500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
94,94,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
95,95,7000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Chevron Conservation Lekki Chevron,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
96,96,3000000,0,1,0,3,4,4,1,0,1,0,0,1,Lagos,Ogba,Ogba,14.914122846632385,13,"Ogba, Lagos",3.3352463,6.6171137,POINT (3.3352463 6.6171137),16.928385602702896,12
97,97,1500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Ipaja,Hiltop Estate Iyana Ipaja,14.22097566607244,10,"Ipaja, Lagos",3.254479,6.6088345,POINT (3.254479 6.6088345),20.113101368324582,5
98,98,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
99,99,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Victoria,15.89495209964411,11,"Victoria Island, Lagos",3.4172646,6.4296012,POINT (3.4172646 6.4296012),4.180378270444032,34
100,100,6000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right Lekki Phase 1,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
101,101,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way. Lekki Phase 1,16.11809565095832,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
102,102,2000000,0,0,0,4,4,5,0,0,1,0,0,1,Lagos,Surulere,Oni Street Off Randle Avenue. Randle Avenue,14.508657738524219,8,"Surulere, Lagos",3.353258726723983,6.487201450000001,POINT (3.353258726723983 6.487201450000001),4.455636215234057,22
103,103,1800000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ajah,Victory Estate. Thomas Estate,14.403297222866392,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
104,104,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
105,105,6000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,15.60727002719233,2,"Ikeja, Lagos",3.3532040740949824,6.6048591000000005,POINT (3.3532040740949824 6.6048591000000005),15.298073244237594,33
106,106,2000000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Yaba,Fola Agoro,14.508657738524219,1,"Yaba, Lagos",3.382923,6.497892,POINT (3.382923 6.497892),4.288066587635964,24
107,107,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Vgc,15.068273526459642,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
108,108,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.60727002719233,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
109,109,3500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
110,110,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,15.068273526459642,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
111,111,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
112,112,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Estate Abraham Adesanya Estate,14.914122846632385,5,"Ajah, Lagos",3.5623861,6.4694716,POINT (3.5623861 6.4694716),17.88882291990449,18
113,113,6500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.687312734865866,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
114,114,3000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Ojodu,Adeoni Estate,14.914122846632385,9,"Ojodu, Lagos",3.369914,6.638598,POINT (3.369914 6.638598),18.41169309569326,23
115,115,4000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,15.201804919084164,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
116,116,11000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,16.213405830762646,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
117,117,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.60727002719233,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
118,118,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Osapa London,15.761420707019587,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
119,119,4500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,15.319587954740548,4,"Lekki, Lagos",4.0947395,6.4123323,POINT (4.0947395 6.4123323),71.1938845487687,30
